2023 OBS Spring Sale,,,,,,,,,,,,,,,,,,,,
"April 25-28, 2023",,Adjusted 7/28/23,,,,,,,,,,,,,,,,,,
Hip,Name,Color,Sex,Foal Date,Sire,Dam,Damsire,Sort by Dam,Consignor,State,Barn,UT Time,Set,Day,Buyer,Price,Post Sale,Out,Out Date,Alphabetic Consignor Sort
762,,DB/BR,C,3/10/2021,Coal Front,Our Eleanor,Successful Appeal,SuccessfulAppeal,"Omar Ramirez Bloodstock, Agent XVI",KY,15,10.2,129,20-Apr,Mary Lee Pinkerton,"40,000",,,,Ramirez Omar
763,,B,C,4/10/2021,Force the Pass,Our Treasure,Repent,Repent,"Tom McCrocklin, Agent VI",FL,2,21.1,67,20-Apr,Gary Ellebracht,"8,000",,,,McCrocklin Tom
764,,CH,F,3/4/2021,Justify,Out for Revenge,Bernardini,Bernardini,"Sequel Bloodstock, Agent II",KY,9,out,,20-Apr,Withdrawn,Out,,out,4/17/2023,Sequel Bloodstock
765,Starsinthecity,B,F,1/28/2021,City of Light,Out of Orbit,Malibu Moon,MalibuMoon,"Sequel Bloodstock, Agent for Chester & Mary Broman",NY,9,out,113,20-Apr,Withdrawn,Out,,out,4/26/2023,Sequel Bloodstock
766,,B,C,4/4/2021,Sir Prancealot (IRE),Pacifica (FR),Red Jazz,RedJazz,"Top Line Sales LLC, Agent XI",CA,14,out,,20-Apr,Withdrawn,Out,,out,4/15/2023,Top Line Sales
767,,CH,F,3/29/2021,Speightster,Pajama Bottom,Include,Include,"Thorostock LLC, Agent",KY,H,10.0,39,20-Apr,Brilliant Racing LLC & Rocket Ship Racing,"95,000",,,,Thorostock LLC
768,,B,F,2/28/2021,Kingman (GB),Palmyre (FR),Dansili (GB),DansiliGB,"Niall Brennan Stables, Agent I",FR,8,out,61,20-Apr,Withdrawn,Out,,out,4/27/2023,Brennan Niall
769,,B,F,4/23/2021,Vino Rosso,Pamona Ball,Pleasantly Perfect,PleasantlyPerfect,Navas Equine,CA,13,out,51,20-Apr,Withdrawn,Out,,out,4/24/2023,Navas Equine
770,Jezebel,GR/RO,F,4/8/2021,Liam's Map,Paquita Coqueta (CHI),Scat Daddy,ScatDaddy,"Sequel Bloodstock, Agent II",KY,9,10.0,17,20-Apr,"95,000",Not Sold,,,,Sequel Bloodstock
771,,B,C,4/9/2021,Lost Treasure (IRE),Paris Girl,Pulpit,Pulpit,"Little Farm Equine LLC, Agent III",KY,20,10.0,47,20-Apr,West Bloodstock,"87,000",,,,Little Farm Equine LLC
772,,DB/BR,F,1/26/2021,Violence,Parisienne (BRZ),First American,FirstAmerican,"Randy Miles, Agent IX",KY,18,out,,20-Apr,Withdrawn,Out,,out,4/20/2023,Miles Randy
773,,B,F,2/22/2021,Honor Code,Pas de Deuce,Curlin,Curlin,Grassroots Training & Sales LLC,NY,J,10.1,52,20-Apr,"Thorostock, Agent for Winning Move Stable","60,000",,,,Grassroots Training & Sales LLC
774,Mo Twilight,B,F,3/28/2021,Mo Town,Past Twilight,Pulpit,Pulpit,"White Lilac (Katie Miranda), Agent III",KY,17,out,15,20-Apr,Withdrawn,Out,,out,4/27/2023,White Lilac (Katie Miranda)
775,,B,F,5/21/2021,Ocho Ocho Ocho,Patriotic Brother,Brother Derek,BrotherDerek,"Wavertree Stables, Inc. (Ciaran Dunne), Agent",FL,5,10.1,83,20-Apr,Michael Lerman,"19,000",,,,"Wavertree Stables, Inc."
776,,CH,C,2/19/2021,Tapwrit,Pattitude,City Zip,CityZip,"Marcial Galan, Agent II",KY,D,10.0,41,20-Apr,"Martin Racing Stable, LLC","140,000",,,,Galan Marcial
777,,B,F,4/5/2021,Into Mischief,Pearl River,Quality Road,QualityRoad,"Wavertree Stables, Inc. (Ciaran Dunne), Agent XIV",KY,5,10.0,5,20-Apr,"Fergus Galvin, Agent","575,000",,,,"Wavertree Stables, Inc."
778,,GR/RO,F,4/4/2021,Collected,Pelt,Canadian Frontier,CanadianFrontier,Dark Star Thoroughbreds (Stori Atchison),KY,19,10.0,96,20-Apr,"Bruno DeBerdt, Agent","140,000",,,,Dark Star Thoroughbreds
779,One Sharp Cookie,DB/BR,C,1/29/2021,Sharp Azteca,Peppermint Fire,Sidney's Candy,SidneysCandy,"Top Line Sales LLC, Agent XXXVII",FL,14,10.1,57,20-Apr,Daniel Alonso,"40,000",,,,Top Line Sales
780,Allegrini,CH,C,4/16/2021,Vino Rosso,Perdy,Tale of the Cat,TaleoftheCat,"Tom McCrocklin, Agent XX",KY,2,21.2,132,20-Apr,Ironhorse Racing Stable LLC,"60,000",,,,McCrocklin Tom
781,,B,C,3/2/2021,Maximus Mischief,Perfect Bourbon,Majesticperfection,Majesticperfection,"Randy Miles, Agent XIV",KY,18,out,27,20-Apr,Withdrawn,Out,,out,4/27/2023,Miles Randy
782,,B,C,3/20/2021,Gun Runner,Perfect Wife,Majesticperfection,Majesticperfection,"de Meric Sales, Agent XXIV",KY,12,10.1,46,20-Apr,"Donato Lanni, Agent","2,200,000",,,,de Meric Sales
783,,B,C,4/15/2021,Girvin,Perplexity,Colonel John,ColonelJohn,"Bobby Dodd, Agent I",FL,10,out,,20-Apr,Withdrawn,Out,,out,4/20/2023,Dodd Bobby
784,,CH,F,2/4/2021,Tapwrit,Peruse,First Samurai,FirstSamurai,"Omar Ramirez Bloodstock, Agent XII",IN,15,10.0,1,20-Apr,John P. Connelly,"180,000",,,,Ramirez Omar
785,,DB/BR,F,2/17/2021,Bolt d'Oro,Petunia,Into Mischief,IntoMischief,Two Oaks Equine,KY,E,9.4,36,20-Apr,Kyle Beauty LLC,"38,000",PS,,,Two Oaks Equine
786,I'lltaketheblame,B,C,3/23/2021,Blame,Petunia Face,Congrats,Congrats,"Coastal Equine LLC (Jesse Hoppel), Agent XVI",FL,A,21.0,11,20-Apr,"West Bloodstock, Agent for Repole Stable, Inc.","700,000",,,,Coastal Equine LLC
787,Mitole's Legacy,B,F,2/11/2021,Mitole,Phoenician Moon,Malibu Moon,MalibuMoon,"S B M Training and Sales, Agent VII",KY,3,out,92,20-Apr,Withdrawn,Out,,out,4/22/2023,S B M Training and Sales
788,,CH,F,2/18/2021,Munnings,Picardia,Stormy Atlantic,StormyAtlantic,"White Lilac (Katie Miranda), Agent I",KY,17,out,95,20-Apr,Withdrawn,Out,,out,4/27/2023,White Lilac (Katie Miranda)
789,,DB/BR,C,5/12/2021,Upstart,Picolata,Bellamy Road,BellamyRoad,Grassroots Training & Sales LLC,NY,J,10.4,68,20-Apr,C.H.P.R.,"20,000",,,,Grassroots Training & Sales LLC
790,,B,F,5/17/2021,Ten Sovereigns (IRE),Pilageya (IRE),New Approach (IRE),NewApproachIRE,"Top Line Sales LLC, Agent XVIII",IR,14,out,,20-Apr,Withdrawn,Out,,out,4/14/2023,Top Line Sales
791,,B,C,4/7/2021,Demarchelier (GB),Pilamaya,Grand Slam,GrandSlam,"Niall Brennan Stables, Agent IV",NY,8,10.1,21,20-Apr,"Joseph Migliore, Agent","90,000",,,,Brennan Niall
792,,DB/BR,F,5/13/2021,Flatter,Pirate's Trove,Speightstown,Speightstown,"Julie Davies LLC, Agent VII",ON,19,10.1,60,20-Apr,"75,000",Not Sold,,,,Davies Julie
793,,B,C,4/10/2021,Into Mischief,Pisa No Tiffany,Fusaichi Pegasus,FusaichiPegasus,"Hartley / DeRenzo Thoroughbreds LLC, Agent III",KY,5,9.4,77,20-Apr,"500,000",Not Sold,,,,Hartley / DeRenzo Thoroughbreds LLC
794,,DB/BR,F,3/13/2021,Broken Vow,Place Card,Lemon Drop Kid,LemonDropKid,"Bobby Dodd, Agent VIII",KY,10,10.2,123,20-Apr,"27,000",Not Sold,,,,Dodd Bobby
795,,CH,F,4/21/2021,Union Rags,Place des Vosges,Pleasantly Perfect,PleasantlyPerfect,"Randy Miles, Agent XV",KY,18,out,,20-Apr,Withdrawn,Out,,out,4/20/2023,Miles Randy
796,,CH,F,2/25/2021,Audible,Plenty O'Toole,Tiznow,Tiznow,"Halcyon Hammock Farm, Agent I",KY,2,out,89,20-Apr,Withdrawn,Out,,out,4/27/2023,Halcyon Hammock Farm
797,,DB/BR,C,4/18/2021,Kantharos,Poetic,Violence,Violence,Blas Perez Stables,KY,20,10.0,65,20-Apr,Triple V Racing LLC,"60,000",,,,Perez Stables Blas 
798,Zanduhoc,B,C,4/17/2021,Khozan,Pointe Du Hoc,Soldat,Soldat,"Six K's Training & Sales LLC, Agent IV",FL,7,out,,20-Apr,Withdrawn,Out,,out,4/21/2023,Six K's Training & Sales LLC
799,,B,C,2/25/2021,Not This Time,Pola Golden R N,Golden Missile,GoldenMissile,"Omar Ramirez Bloodstock, Agent XIV",NY,15,10.2,137,20-Apr,Ruben Valdes,"30,000",PS,,,Ramirez Omar
800,,GR/RO,C,4/22/2021,Catalina Cruiser,Poly One Flex,Giant's Causeway,GiantsCauseway,"Top Line Sales LLC, Agent XXXV",KY,14,10.2,111,20-Apr,PWF,"60,000",,,,Top Line Sales
801,,DB/BR,C,3/10/2021,Catholic Boy,Pomarine,Aptitude,Aptitude,"Kings Equine, Agent V",ON,1,10.2,139,20-Apr,Dale Desruisseaux,"26,000",,,,Kings Equine
802,,B,C,2/22/2021,Vino Rosso,Ponya,E Dubai,EDubai,RiceHorse Stable (Brandon & Ali Rice),KY,6,10.2,131,20-Apr,C.H.P.R.,"25,000",,,,RiceHorse
803,,B,F,3/1/2021,Audible,Pooh Corner,Tapit,Tapit,"Niall Brennan Stables, Agent I",KY,8,out,,20-Apr,Withdrawn,Out,,out,4/20/2023,Brennan Niall
804,Rybakina,DB/BR,F,3/22/2021,Sharp Azteca,Port Charlotte,Blame,Blame,"RSVP Sales, Agent",KY,15,10.3,30,20-Apr,"45,000",Not Sold,,,,RSVP Sales
805,,B,C,5/12/2021,Tapiture,Positively Jean,Midshipman,Midshipman,"RiceHorse Stable (Brandon & Ali Rice), Agent III",NY,6,10.2,146,20-Apr,"52,000",Not Sold,,,,RiceHorse
806,,B,C,4/3/2021,Lope de Vega (IRE),Post Perfection,Majesticperfection,Majesticperfection,"Lucan Bloodstock (Karl Keegan), Agent",IR,18,out,47,21-Apr,Withdrawn,Out,,out,4/27/2023,Lucan Bloodstock
807,,DB/BR,C,2/25/2021,Speightstown,Power Move,More Than Ready,MoreThanReady,"Halcyon Hammock Farm, Agent III",KY,2,10.0,16,20-Apr,"115,000",Not Sold,,,,Halcyon Hammock Farm
808,,DB/BR,F,2/12/2021,Mendelssohn,Pretty Mystic,Ghostzapper,Ghostzapper,"S B M Training and Sales, Agent V",KY,3,10.1,13,20-Apr,Deuce Greathouse Pura Vida Invest /Brilliant Racin,"20,000",PS,,,S B M Training and Sales
809,,B,F,2/26/2021,Too Darn Hot (GB),Pretty Spirit (GB),Invincible Spirit (IRE),InvincibleSpiritIRE,"Niall Brennan Stables, Agent I",GB,8,out,,20-Apr,Withdrawn,Out,,out,4/20/2023,Brennan Niall
810,Urbanized,B,C,3/2/2021,Justify,Primadona (IRE),Galileo (IRE),GalileoIRE,"RSVP Sales, Agent",KY,15,out,,20-Apr,Withdrawn,Out,,out,4/20/2023,RSVP Sales
811,,B,F,4/9/2021,Practical Joke,Princess Bertrando,Bertrando,Bertrando,"Randy Miles, Agent I",KY,18,out,,20-Apr,Withdrawn,Out,,out,4/20/2023,Miles Randy
812,,DB/BR,F,5/6/2021,More Than Ready,Princess Julia,Distorted Humor,DistortedHumor,"Eddie Woods, Agent XXV",KY,11,10.0,4,20-Apr,Peter Redekop BC Limited,"72,000",,,,Woods Eddie
813,,GR/RO,C,3/12/2021,Malibu Moon,Princess of China,Unbridled's Song,UnbridledsSong,"Bobby Dodd, Agent",KY,10,10.0,49,20-Apr,"Jeffrey Bloom, Agent for Nwadr Stables","130,000",,,,Dodd Bobby
814,,CH,F,2/5/2021,Hard Spun,Princessof the Nyl,Pioneerof the Nile,PioneeroftheNile,"Tom McCrocklin, Agent XVII",KY,2,21.0,6,20-Apr,83rd Place,"145,000",,,,McCrocklin Tom
815,,B,C,4/3/2021,Girvin,Princess Two,Two Punch,TwoPunch,"Bobby Dodd, Agent VI",FL,10,10.1,9,20-Apr,"48,000",Not Sold,,,,Dodd Bobby
816,,B,C,2/23/2021,Collected,Prisoner's Dilemma,Blame,Blame,"Kings Equine, Agent I",KY,1,10.1,91,20-Apr,"Nick J. Hines, Agent","35,000",PS,,,Kings Equine
817,,B,F,2/23/2021,Mitole,Procuradora,Bodemeister,Bodemeister,"Omar Ramirez Bloodstock, Agent XII",FL,15,10.0,25,20-Apr,"70,000",Not Sold,,,,Ramirez Omar
818,,CH,F,5/1/2021,Kantharos,Profound Moment,Haynesfield,Haynesfield,Oak Creek Thoroughbreds,KY,16,10.0,145,20-Apr,Charles Garvey,"55,000",,,,Oak Creek Thoroughbreds
819,,CH,C,2/3/2021,Mendelssohn,Promise of Spring,Drosselmeyer,Drosselmeyer,"Wavertree Stables, Inc. (Ciaran Dunne), Agent XV",KY,5,10.1,66,20-Apr,"65,000",Not Sold,,,,"Wavertree Stables, Inc."
820,,CH,C,2/27/2021,Collected,Proud Betty,Proud Citizen,ProudCitizen,"Mason Springs Partnership (Marcus & Crystal Ryan), Agent I",KY,20,10.2,55,20-Apr,C.H.P.R.,"15,000",,,,Mason Springs Training Center LLC
821,,B,F,5/4/2021,Runhappy,Proud Dame,Proud Accolade,ProudAccolade,"GOP Racing Stable Corp., Agent II",KY,16,10.0,118,20-Apr,"57,000",Not Sold,,,,GOP Racing Stable Corp.
822,,DB/BR,C,4/19/2021,West Coast,Proud Indian,Indian Charlie,IndianCharlie,"Coastal Equine LLC (Jesse Hoppel), Agent",KY,A,10.2,134,20-Apr,Badan Alsubaie,"30,000",,,,Coastal Equine LLC
823,,B,C,4/7/2021,Upstart,Proud Pearl,Proud Citizen,ProudCitizen,"Eisaman Equine, Agent",KY,7,10.2,108,20-Apr,Southern Springs Stables,"120,000",,,,Eisaman Equine
824,,DB/BR,F,4/3/2021,Jess's Dream,Prove Me,Big Drama,BigDrama,"Wavertree Stables, Inc. (Ciaran Dunne), Agent",FL,5,21.1,38,20-Apr,Dennis O'Neill,"70,000",,,,"Wavertree Stables, Inc."
825,,GR/RO,F,4/13/2021,Constitution,Pure Silver,Mission Impazible,MissionImpazible,"Paul Sharp, Agent III",KY,C,out,81,20-Apr,Withdrawn,Out,,out,4/27/2023,Sharp Paul M.
826,,DB/BR,C,5/21/2021,Not This Time,Purrfect Song,Unbridled's Song,UnbridledsSong,"Wavertree Stables, Inc. (Ciaran Dunne), Agent VI",KY,5,10.1,119,20-Apr,"Dennis O'Neill, Agent for Fortune Racing","140,000",,,,"Wavertree Stables, Inc."
827,,B,F,3/23/2021,Speightster,Pursuing Fate,In Summation,InSummation,"Best A Luck Farm LLC, Agent III",PA,3,10.1,84,20-Apr,Juan Arriagada,"40,000",,,,Best A Luck Farm LLC
828,,DB/BR,F,3/22/2021,Audible,Pursuing Justice,To Honor and Serve,ToHonorandServe,"Top Line Sales LLC, Agent XXXVII",NY,14,10.1,125,20-Apr,JCE Racing for Neal Allread,"30,000",PS,,2/15/2023,Top Line Sales
829,,DB/BR,C,3/14/2021,Good Samaritan,Put On a Show,Put It Back,PutItBack,Grassroots Training & Sales LLC,KY,J,10.2,102,20-Apr,C.H.P.R.,"20,000",,,,Grassroots Training & Sales LLC
830,Armor of Catclaw,B,C,3/13/2021,Mitole,Puttin On My Armor,Verrazano,Verrazano,"S B M Training and Sales, Agent I",KY,3,out,,20-Apr,Withdrawn,Out,,out,4/20/2023,S B M Training and Sales
831,,B,C,4/5/2021,Catholic Boy,Quality Rose,Quality Road,QualityRoad,Kinsman Farm,KY,8,10.3,124,20-Apr,"Joseph Brocklebank, Agent for James Redekop","28,000",,,,Kinsman Farm
832,,GR/RO,C,2/8/2021,Pavel,Quant Savant,Square Eddie,SquareEddie,"Wavertree Stables, Inc. (Ciaran Dunne), Agent XVI",CA,5,10.1,103,20-Apr,"47,000",Not Sold,,,,"Wavertree Stables, Inc."
833,Queen Ari,DB/BR,F,2/17/2021,Mendelssohn,Queenardini,Bernardini,Bernardini,"Grassroots Training & Sales LLC, Agent",NY,J,out,80,20-Apr,Withdrawn,Out,,out,4/27/2023,Grassroots Training & Sales LLC
834,,CH,C,5/5/2021,Maclean's Music,Queen Bernardina,Bernardini,Bernardini,"Scanlon Training & Sales, Agent VIII",CA,1,10.0,28,20-Apr,Jet Horse LLC,"240,000",,,,Scanlon Training Center
835,,B,F,3/1/2021,Catalina Cruiser,Queen of Roses,Animal Kingdom,AnimalKingdom,"Potrero Stables, Agent",KY,E,out,,20-Apr,Withdrawn,Out,,out,4/17/2023,Potrero Stables
836,,CH,C,2/26/2021,Collected,Queen Scheherazade,Smart Strike,SmartStrike,"Six K's Training & Sales LLC, Agent II",PA,7,out,43,20-Apr,Withdrawn,Out,,out,4/27/2023,Six K's Training & Sales LLC
837,,B,C,2/20/2021,Omaha Beach,Queen's Wood,Tiznow,Tiznow,"Scanlon Training & Sales, Agent XVI",KY,1,10.2,135,20-Apr,"Oracle Bloodstock, Agt for Saoud Hallaf Alharbi","40,000",PS,,,Scanlon Training Center
838,,GR/RO,C,3/7/2021,Arrogate,Quintile,Langfuhr,Langfuhr,"James Layden, Agent I",KY,9,10.2,141,20-Apr,Mongolian Stable,"95,000",,,,Layden James R. 
839,,CH,C,4/27/2021,Midshipman,Quite a Knightmare,Ascot Knight,AscotKnight,"Pick View LLC, Agent for Tropical Racing",ON,G,out,12,20-Apr,Withdrawn,Out,,out,4/27/2023,Pick View LLC
840,,DB/BR,C,2/16/2021,Copper Bullet,Quite a Secret,Liaison,Liaison,"S G V Thoroughbreds LLC (Steven Venosa), Agent",KY,1,10.0,76,20-Apr,Winchell Thoroughbreds LLC,"175,000",,,,S G V Thoroughbreds
841,Runaway Joke,DB/BR,C,2/13/2021,Practical Joke,Quivery,Violence,Violence,"Longoria Training & Sales, Agent I",NY,13,10.0,116,20-Apr,Lazy Creek Thoroughbreds,"22,000",,,,Longoria Training & Sales
842,,DB/BR,C,3/10/2021,St Patrick's Day,Radical Grace,Utopia (JPN),UtopiaJPN,Silvestre Chavez Thoroughbreds,FL,17,10.2,82,20-Apr,C.H.P.R.,"38,000",PS,,,Chavez Thoroughbreds Silvestre 
843,,B,C,2/3/2021,Nyquist,Radish,Square Eddie,SquareEddie,"Wavertree Stables, Inc. (Ciaran Dunne), Agent XVI",CA,5,10.0,26,20-Apr,Slugo Racing,"400,000",,,,"Wavertree Stables, Inc."
844,,GR/RO,C,4/4/2021,Nyquist,Raffle Ticket,A.P. Indy,APIndy,"Pick View LLC, Agent XI",KY,G,out,,20-Apr,Withdrawn,Out,,out,4/13/2023,Pick View LLC
845,,CH,C,5/11/2021,Army Mule,Raging Atlantic,Stormy Atlantic,StormyAtlantic,"Pick View LLC, Agent XVI",KY,G,9.4,63,20-Apr,"Kanayama Holdings Co., Ltd.","290,000",,,,Pick View LLC
846,,CH,F,4/13/2021,Street Boss,Rainbow Dreams,Empire Maker,EmpireMaker,"Bobby Dodd, Agent VIII",KY,10,10.1,93,20-Apr,"35,000",Not Sold,,,,Dodd Bobby
847,,B,C,3/25/2021,Cable Bay (IRE),Rainbow Vale (FR),Moss Vale (IRE),MossValeIRE,"Tom McCrocklin, Agent XII",IR,2,21.0,32,20-Apr,"Ben Gowans, Agent","310,000",,,,McCrocklin Tom
848,,B,C,4/17/2021,Khozan,Rainfall,Blame,Blame,"Ocala Stud, Agent",FL,4,21.1,56,20-Apr,Champion Equine LLC,"75,000",,,,Ocala Stud
849,,DB/BR,F,3/11/2021,Audible,Raising Aida,Speightstown,Speightstown,"Whitman Sales LLC, Agent I",KY,16,10.1,85,20-Apr,Eagle Ridge Racing LLC,"50,000",,,,Whitman Sales
850,,CH,F,5/10/2021,Mucho Macho Man,Ramblin Rosie,Roar,Roar,Grassroots Training & Sales LLC,KY,J,10.0,18,20-Apr,Starship Stables,"20,000",,,,Grassroots Training & Sales LLC
851,,B,F,1/16/2021,City of Light,Range Marker,English Channel,EnglishChannel,"Davis Breaking and Training, Inc., Agent I",KY,17,10.2,114,20-Apr,"37,000",Not Sold,,,,"Davis Breaking and Training, Inc."
852,,B,F,2/24/2021,Maximus Mischief,Raramuri Princess,Northern Afleet,NorthernAfleet,"CM Thoroughbreds, Agent II",KY,E,10.0,99,20-Apr,Ran Racing,"47,000",,,,CM Thoroughbreds
853,,DB/BR,C,3/29/2021,Mitole,Rare Bit,Eltish,Eltish,"James Layden, Agent I",KY,9,10.1,94,20-Apr,"Gregory F. Martin, Agent for Michael Kares","52,000",,,,Layden James R. 
854,,B,F,4/14/2021,Yoshida (JPN),Raspberry Jazz,Arch,Arch,"Little Farm Equine LLC, Agent I",KY,20,10.2,120,20-Apr,Jonathan Mandelblum,"27,000",,,,Little Farm Equine LLC
855,,DB/BR,F,2/8/2021,Honor Code,Raver,Tiznow,Tiznow,RiceHorse Stable (Brandon & Ali Rice),KY,6,10.0,105,20-Apr,"Anthony J. Granitz, Agent for David Walters","50,000",,,2/25/2023,RiceHorse
856,,CH,C,4/19/2021,Audible,Rayella,Giant Oak,GiantOak,"Oak Creek Thoroughbreds, Agent I",KY,16,10.1,62,20-Apr,"72,000",Not Sold,,,,Oak Creek Thoroughbreds
857,,DB/BR,C,4/11/2021,Coal Front,Ready Witted,More Than Ready,MoreThanReady,"Julie Davies LLC, Agent XXII",LA,19,10.1,144,20-Apr,Whispering Oaks,"75,000",PS,,,Davies Julie
858,,B,F,2/1/2021,Mo Town,Really,The Factor,TheFactor,"Eddie Woods, Agent XIX",KY,11,out,,20-Apr,Withdrawn,Out,,out,4/10/2023,Woods Eddie
859,Beach Cowboy,DB/BR,C,4/29/2021,Classic Empire,Recognizethestreet,Street Sense,StreetSense,"Eddie Woods, Agent XXXV",FL,11,10.0,34,20-Apr,Feel The Thunder Stable & Brent Gasaway,"110,000",,,,Woods Eddie
860,,B,C,5/6/2021,Omaha Beach,Reggae Rose,Touch Gold,TouchGold,"Gene Recio, Agent III",KY,17,10.0,23,20-Apr,J S Company Ltd.,"200,000",,,,Recio Gene
861,,B,F,3/4/2021,Central Banker,Reika,Street Sense,StreetSense,"Top Line Sales LLC, Agent XLI",NY,14,out,,20-Apr,Withdrawn,Out,,out,4/19/2023,Top Line Sales
862,,B,C,1/30/2021,Uncle Mo,Relaxing Green,Formal Gold,FormalGold,"Top Line Sales LLC, Agent XII",KY,14,10.2,40,20-Apr,"Ron Ellis, Agent","200,000",,,,Top Line Sales
863,,B,C,2/4/2021,Constitution,Remedy,Creative Cause,CreativeCause,"Eddie Woods, Agent LV",KY,11,out,107,20-Apr,Withdrawn,Out,,out,4/27/2023,Woods Eddie
864,,DB/BR,F,4/14/2021,World of Trouble,Remington Rose,Take Charge Indy,TakeChargeIndy,RiceHorse Stable (Brandon & Ali Rice),FL,6,10.0,8,20-Apr,BSW / Crow Agt for Jay Hanley & Thirty Year Farm,"240,000",,,,RiceHorse
865,,B,C,3/9/2021,Maximus Mischief,Resolana,Put It Back,PutItBack,"Golden Rock Thoroughbreds, Agent VII",FL,D,21.1,42,20-Apr,Tanourin Stable,"50,000",PS,,,Golden Rock Thoroughbreds
866,,CH,C,4/6/2021,Jimmy Creed,Rettalfa,Flatter,Flatter,Grassroots Training & Sales LLC,KY,J,10.0,3,20-Apr,Mike McCarty,"100,000",,,,Grassroots Training & Sales LLC
867,Dream Stomper,B,C,5/8/2021,Army Mule,Reveille's Echo,War Front,WarFront,Grassroots Training & Sales LLC,KY,J,out,,20-Apr,Withdrawn,Out,,out,4/19/2023,Grassroots Training & Sales LLC
868,,DB/BR,C,5/12/2021,No Nay Never,Revered (GB),Oasis Dream (GB),OasisDreamGB,"Lucan Bloodstock (Karl Keegan), Agent",IR,18,21.0,48,20-Apr,"200,000",Not Sold,,,,Lucan Bloodstock
869,,CH,F,4/22/2021,Classic Empire,Rey Lake,Meadowlake,Meadowlake,"Grassroots Training & Sales LLC, Agent II",MD,J,out,,20-Apr,Withdrawn,Out,,out,3/29/2023,Grassroots Training & Sales LLC
870,,B,C,2/5/2021,Twirling Candy,Richie'slilwildcat,Wildcat Heir,WildcatHeir,"Oak Creek Thoroughbreds, Agent I",KY,16,10.0,100,20-Apr,Vince J Foglia,"75,000",,,,Oak Creek Thoroughbreds
871,,CH,F,2/10/2021,Good Magic,Ricketyracketyruss,Borrego,Borrego,"Kings Equine, Agent III",KY,1,out,22,20-Apr,Withdrawn,Out,,out,4/27/2023,Kings Equine
872,Rocket Dragon,B,C,5/12/2021,Kantharos,Ride to Houston,Candy Ride (ARG),CandyRideARG,"Sugar Hill LLC, Agent",KY,2,10.1,90,20-Apr,"Tom McCrocklin, Agt","35,000",PS,,,Sugar Hill LLC
873,Matter of Trust,CH,C,5/11/2021,Free Drop Billy,Rilla,Drosselmeyer,Drosselmeyer,"Omar Ramirez Bloodstock, Agent XXXVIII",KY,15,10.1,53,20-Apr,C.H.P.R.,"28,000",PS,,,Ramirez Omar
874,,DB/BR,C,3/23/2021,Munnings,Rimmal,Bellamy Road,BellamyRoad,"Omar Ramirez Bloodstock, Agent XV",KY,15,10.0,72,20-Apr,"65,000",Not Sold,,,,Ramirez Omar
875,,CH,C,2/19/2021,World of Trouble,Risk Premium,Take Charge Indy,TakeChargeIndy,"Blue River Bloodstock, Inc., Agent II",KY,19,out,78,20-Apr,Withdrawn,Out,,out,4/27/2023,Blue River Bloodstock
876,,B,C,3/9/2021,More Than Ready,Road of Honor,Quality Road,QualityRoad,"S B M Training and Sales, Agent II",KY,3,out,,21-Apr,Withdrawn,Out,,out,4/20/2023,S B M Training and Sales
877,,GR/RO,F,3/5/2021,More Than Ready,Rockadelic,Bernardini,Bernardini,"Kings Equine, Agent X",KY,1,out,137,21-Apr,Withdrawn,Out,,out,4/27/2023,Kings Equine
878,East Meets West,B,C,3/6/2021,West Coast,Rock Ave. Road,Street Boss,StreetBoss,"Sequel Bloodstock, Agent for Chester & Mary Broman",NY,9,10.3,140,21-Apr,Ahmad Alabdullatif,"20,000",,,,Sequel Bloodstock
879,,GR/RO,F,1/18/2021,Frosted,Rock Hard Vixen,Rock Hard Ten,RockHardTen,Nice and Easy Thoroughbreds,KY,16,10.1,111,21-Apr,Daniel Alonso,"72,000",,,,Nice and Easy Thoroughbreds
880,,DB/BR,C,4/25/2021,Malibu Moon,Rockin,Hard Spun,HardSpun,"Bobby Dodd, Agent",KY,10,out,,21-Apr,Withdrawn,Out,,out,4/21/2023,Dodd Bobby
881,Bruin Ballet,DB/BR,F,3/18/2021,Violence,Roll Your Eyes,Popular,Popular,"Marcial Galan, Agent II",KY,D,10.2,82,21-Apr,"85,000",Not Sold,,,,Galan Marcial
882,,GR/RO,C,2/13/2021,Frosted,Roman Lassie,Liam's Map,LiamsMap,"Eddie Woods, Agent LVII",PA,11,10.4,122,21-Apr,Pewter Stable / Ram Zanotti,"32,000",,,,Woods Eddie
883,,B,F,5/3/2021,Blame,Romantic Frolic,Vindication,Vindication,"Hidden Brook, Agent V",KY,9,21.1,32,21-Apr,"C R K Stable, LLC","550,000",,,,Hidden Brook Farm
884,,CH,F,2/21/2021,Munnings,Rooms,Giant's Causeway,GiantsCauseway,"Coastal Equine LLC (Jesse Hoppel), Agent VII",KY,A,out,,21-Apr,Withdrawn,Out,,out,4/21/2023,Coastal Equine LLC
885,,B,F,4/4/2021,Territories (IRE),Roseisarose (IRE),Acclamation (GB),AcclamationGB,"Tom McCrocklin, Agent XII",IR,2,21.3,128,21-Apr,Jeffrey D.J. Kallenberg,"100,000",,,,McCrocklin Tom
